3,6
7,8
5,12
7,16
8,16
4,20
23,24
9,26
5,27
25,27
9,28
25,28
27,28
4,29
12,29
20,29
25,29
27,29
28,29
11,30
5,31
11,31
27,31
30,31
5,32
10,32
11,32
27,32
30,32
31,32
7,34
8,34
7,35
8,35
34,35
7,36
8,36
34,36
35,36
4,38
20,38
29,38
7,42
8,42
16,42
34,42
35,42
36,42
7,45
8,45
16,45
34,45
35,45
36,45
42,45
44,48
44,50
48,50
49,50
3,51
6,51
3,52
4,52
6,52
29,52
51,52
3,53
4,53
6,53
29,53
51,53
52,53
3,54
4,54
6,54
29,54
51,54
52,54
53,54
3,55
4,55
6,55
51,55
52,55
53,55
54,55
17,56
3,57
6,57
54,57
6,58
51,58
20,59
38,59
58,59
5,60
12,60
27,60
31,60
32,60
11,61
30,61
57,61
4,62
11,62
20,62
29,62
30,62
38,62
56,62
57,62
61,62
17,63
20,63
38,63
59,63
20,64
38,64
59,64
63,64
9,65
25,65
27,65
28,65
29,65
64,65
20,66
38,66
58,66
59,66
63,66
64,66
3,67
6,67
51,67
52,67
53,67
54,67
55,67
58,67
3,68
4,68
6,68
51,68
52,68
53,68
54,68
55,68
58,68
67,68
33,69
7,70
8,70
34,70
35,70
36,70
42,70
45,70
21,71
71,74
49,75
73,76
74,76
41,78
70,78
7,80
8,80
34,80
35,80
36,80
42,80
45,80
46,80
7,81
8,81
19,81
22,81
33,81
42,81
45,81
7,82
8,82
34,82
35,82
36,82
42,82
45,82
70,82
75,82
81,82
7,84
8,84
16,84
42,84
45,84
85,86
85,87
86,87
85,88
86,88
87,88
73,89
46,90
80,90
33,91
37,92
74,92
21,93
49,93
50,93
79,93
7,94
8,94
34,94
35,94
36,94
41,94
42,94
45,94
70,94
82,94
7,95
8,95
34,95
35,95
36,95
41,95
42,95
45,95
70,95
82,95
91,95
94,95
22,96
81,96
93,96
75,97
22,98
49,98
81,98
82,98
49,99
75,99
82,99
41,100
69,100
78,100
94,100
95,100
21,101
93,101
96,101
103,104
103,105
104,105
89,106
23,107
24,107
40,107
78,107
99,107
16,108
33,108
69,108
84,108
91,108
99,108
16,109
33,109
69,109
84,109
91,109
99,109
108,109
106,110
110,111
7,112
70,112
104,113
105,113
111,113
73,116
95,116
33,118
91,118
108,118
109,118
33,119
91,119
108,119
109,119
118,119
93,120
96,120
108,120
109,120
49,121
75,121
84,121
99,121
120,121
73,122
89,122
116,122
19,123
21,123
90,123
93,123
96,123
101,123
120,123
121,123
19,124
21,124
90,124
93,124
96,124
101,124
120,124
121,124
123,124
76,125
82,125
92,125
123,125
124,125
85,126
86,126
87,126
88,126
3,127
6,127
21,127
74,127
75,127
97,127
101,127
84,128
96,128
121,128
3,129
6,129
21,129
76,129
101,129
127,129
73,130
74,130
76,130
91,130
118,130
119,130
125,130
129,130
73,131
74,131
76,131
91,131
118,131
119,131
125,131
129,131
130,131
74,132
76,132
92,132
125,132
127,132
129,132
130,132
131,132
111,133
113,133
75,134
99,134
108,134
109,134
127,134
129,134
7,136
8,136
37,136
42,136
45,136
75,136
89,136
99,136
134,136
85,137
86,137
87,137
88,137
126,137
93,138
101,138
130,138
131,138
132,138
33,139
69,139
91,139
108,139
109,139
118,139
119,139
33,140
71,140
130,140
131,140
74,141
76,141
92,141
93,141
97,141
130,141
131,141
132,141
19,142
22,142
81,142
73,143
74,143
75,143
89,143
99,143
122,143
127,143
132,143
134,143
136,143
41,144
78,144
100,144
127,144
142,144
41,145
78,145
100,145
127,145
142,145
144,145
74,146
76,146
92,146
123,146
124,146
130,146
131,146
132,146
135,146
141,146
22,147
74,147
75,147
78,147
97,147
121,147
122,147
127,147
132,147
143,147
7,148
8,148
34,148
35,148
36,148
41,148
42,148
45,148
70,148
82,148
94,148
95,148
100,148
33,149
73,149
89,149
122,149
139,149
143,149
7,150
8,150
16,150
42,150
45,150
74,150
75,150
97,150
118,150
119,150
127,150
132,150
143,150
144,150
145,150
147,150
91,151
146,151
7,152
8,152
16,152
22,152
42,152
45,152
91,152
118,152
119,152
150,152
151,152
100,153
117,153
144,153
145,153
100,154
117,154
144,154
145,154
153,154
97,155
118,155
119,155
150,155
151,155
152,155
